


1,,,,,,,,,
6.00E+00,2.22E+03,2.24E+03,2.22E+03,1.67E-02,5.57E-02,1.74E-03,,,
20,,,,,,,,,
3.54E-01,3.22E+00,-4.38E-03,5.76E-01,4.95E-03,-3.15E-03,,,,
2.18E-02,6.14E-02,1.24E-02,8.27E-02,1.30E-02,4.37E-03,,,,
2.68E+01,1.40E+01,2.02E-02,1.05E+00,9.75E-01,9.82E-01,-1.16E+03,1.09E+00,-1.15E+03,1.04E+00
6.00E+00,2.34E+03,2.36E+03,2.34E+03,6.62E-02,4.78E-02,2.84E-03,,,
21,,,,,,,,,
3.20E-01,3.19E+00,1.66E-02,5.69E-01,-5.98E-03,2.13E-03,,,,
1.96E-02,6.03E-02,1.28E-02,6.69E-02,1.22E-02,3.75E-03,,,,
1.55E+01,1.40E+01,3.44E-01,1.05E+00,9.97E-01,9.98E-01,-1.13E+03,9.89E-01,-1.12E+03,1.01E+00
6.00E+00,2.27E+03,2.29E+03,2.27E+03,2.27E-02,8.68E-02,1.56E-03,,,
22,,,,,,,,,
2.78E-01,3.12E+00,2.96E-02,5.83E-01,1.02E-03,1.11E-03,,,,
1.88E-02,5.99E-02,1.18E-02,6.85E-02,1.13E-02,3.87E-03,,,,
3.85E+00,1.40E+01,9.96E-01,1.05E+00,1.00E+00,1.01E+00,-1.07E+03,1.10E+00,-1.07E+03,1.05E+00
6.00E+00,2.16E+03,2.18E+03,2.16E+03,0.00E+00,2.00E-02,2.00E-03,,,
23,,,,,,,,,
2.91E-01,3.29E+00,8.20E-03,7.21E-01,9.02E-03,-2.07E-03,,,,
1.83E-02,6.55E-02,1.14E-02,8.30E-02,1.17E-02,3.29E-03,,,,
1.88E+01,1.40E+01,1.74E-01,1.05E+00,9.93E-01,9.95E-01,-1.11E+03,1.05E+00,-1.10E+03,1.05E+00
6.00E+00,2.22E+03,2.24E+03,2.22E+03,4.04E-02,6.58E-02,2.12E-03,,,
24,,,,,,,,,
3.15E-01,3.25E+00,1.60E-03,6.85E-01,-1.89E-02,4.36E-03,,,,
2.06E-02,6.47E-02,1.31E-02,7.82E-02,1.33E-02,4.50E-03,,,,
1.13E+01,1.40E+01,6.66E-01,1.05E+00,1.00E+00,1.00E+00,-1.14E+03,1.06E+00,-1.14E+03,1.03E+00
6.00E+00,2.30E+03,2.32E+03,2.30E+03,0.00E+00,7.07E-02,1.09E-03,,,
25,,,,,,,,,
3.00E-01,3.19E+00,3.40E-02,6.44E-01,-5.39E-04,-1.47E-03,,,,
1.90E-02,6.28E-02,1.17E-02,8.37E-02,1.15E-02,3.44E-03,,,,
1.10E+01,1.40E+01,6.82E-01,1.05E+00,1.00E+00,1.00E+00,-1.10E+03,1.04E+00,-1.10E+03,1.03E+00
6.00E+00,2.22E+03,2.24E+03,2.22E+03,0.00E+00,5.54E-02,1.56E-03,,,
26,,,,,,,,,
3.14E-01,3.20E+00,1.46E-02,4.82E-01,-1.32E-03,-2.13E-03,,,,
1.92E-02,5.66E-02,1.18E-02,6.16E-02,1.00E-02,3.03E-03,,,,
1.61E+01,1.40E+01,3.10E-01,1.05E+00,9.96E-01,9.97E-01,-1.09E+03,9.49E-01,-1.09E+03,1.01E+00
6.00E+00,2.20E+03,2.22E+03,2.20E+03,2.65E-02,5.21E-02,1.53E-03,,,
27,,,,,,,,,
2.63E-01,3.14E+00,2.78E-02,5.82E-01,8.47E-04,3.40E-03,,,,
1.68E-02,5.95E-02,1.19E-02,7.04E-02,1.02E-02,3.14E-03,,,,
1.04E+01,1.40E+01,7.31E-01,1.05E+00,1.00E+00,1.00E+00,-1.06E+03,1.01E+00,-1.05E+03,1.03E+00
6.00E+00,2.13E+03,2.15E+03,2.13E+03,0.00E+00,1.96E-02,1.89E-03,,,
28,,,,,,,,,
2.70E-01,3.09E+00,3.29E-02,7.18E-01,-1.16E-02,2.15E-03,,,,
1.99E-02,6.49E-02,1.18E-02,7.88E-02,1.16E-02,3.54E-03,,,,
1.12E+01,1.40E+01,6.67E-01,1.05E+00,1.00E+00,1.00E+00,-1.08E+03,1.08E+00,-1.07E+03,1.07E+00
6.00E+00,2.17E+03,2.19E+03,2.17E+03,0.00E+00,2.07E-02,8.69E-03,,,
29,,,,,,,,,
3.71E-01,3.10E+00,1.49E-02,5.29E-01,7.04E-03,-3.31E-03,,,,
2.49E-02,6.00E-02,1.27E-02,6.48E-02,1.27E-02,4.32E-03,,,,
9.82E+00,1.40E+01,7.75E-01,1.05E+00,1.00E+00,1.01E+00,-1.18E+03,1.05E+00,-1.17E+03,1.02E+00
6.00E+00,2.36E+03,2.38E+03,2.37E+03,0.00E+00,4.77E-02,1.71E-03,,,
30,,,,,,,,,
3.17E-01,3.24E+00,1.77E-02,5.57E-01,-1.01E-03,4.15E-03,,,,
1.96E-02,5.98E-02,1.31E-02,7.19E-02,1.15E-02,3.39E-03,,,,
1.32E+01,1.40E+01,5.12E-01,1.05E+00,1.00E+00,1.00E+00,-1.14E+03,9.69E-01,-1.13E+03,1.04E+00
6.00E+00,2.28E+03,2.30E+03,2.28E+03,0.00E+00,5.04E-02,1.56E-03,,,
31,,,,,,,,,
3.54E-01,3.26E+00,-3.65E-04,4.66E-01,-6.91E-03,5.89E-03,,,,
2.08E-02,5.70E-02,1.41E-02,6.96E-02,1.41E-02,4.92E-03,,,,
2.32E+01,1.40E+01,5.66E-02,1.05E+00,9.77E-01,9.84E-01,-1.17E+03,1.08E+00,-1.16E+03,1.02E+00
6.00E+00,2.35E+03,2.37E+03,2.35E+03,5.62E-02,4.30E-02,2.91E-03,,,
32,,,,,,,,,
3.79E-01,3.08E+00,3.40E-02,5.58E-01,-4.66E-03,9.65E-04,,,,
2.50E-02,6.13E-02,1.36E-02,8.33E-02,1.36E-02,4.00E-03,,,,
1.66E+01,1.40E+01,2.79E-01,1.05E+00,9.94E-01,9.96E-01,-1.20E+03,1.03E+00,-1.19E+03,1.05E+00
6.00E+00,2.41E+03,2.43E+03,2.41E+03,2.97E-02,5.58E-02,1.58E-03,,,
33,,,,,,,,,
3.89E-01,3.10E+00,2.15E-02,6.05E-01,-1.89E-02,1.18E-02,,,,
2.33E-02,6.33E-02,1.56E-02,8.10E-02,1.70E-02,6.35E-03,,,,
2.31E+01,1.40E+01,5.83E-02,1.05E+00,9.78E-01,9.84E-01,-1.24E+03,1.08E+00,-1.23E+03,1.06E+00
6.00E+00,2.49E+03,2.51E+03,2.49E+03,5.58E-02,5.30E-02,1.61E-03,,,
34,,,,,,,,,
2.64E-01,3.21E+00,2.26E-02,5.86E-01,-1.03E-02,3.89E-03,,,,
1.67E-02,5.97E-02,1.20E-02,6.98E-02,1.20E-02,3.32E-03,,,,
1.76E+01,1.40E+01,2.25E-01,1.05E+00,9.93E-01,9.95E-01,-1.06E+03,1.07E+00,-1.05E+03,1.08E+00
6.00E+00,2.13E+03,2.15E+03,2.13E+03,3.51E-02,5.36E-02,8.86E-03,,,
35,,,,,,,,,
3.05E-01,3.32E+00,1.74E-03,7.44E-01,-2.08E-02,4.51E-03,,,,
1.98E-02,6.66E-02,1.29E-02,8.91E-02,1.26E-02,3.96E-03,,,,
2.77E+01,1.40E+01,1.54E-02,1.05E+00,9.78E-01,9.84E-01,-1.14E+03,1.03E+00,-1.12E+03,1.05E+00
6.00E+00,2.29E+03,2.31E+03,2.29E+03,6.85E-02,7.24E-02,1.18E-03,,,
36,,,,,,,,,
3.19E-01,3.18E+00,3.51E-02,5.86E-01,-7.32E-03,9.63E-03,,,,
1.99E-02,6.10E-02,1.41E-02,7.45E-02,1.24E-02,4.63E-03,,,,
6.80E+00,1.40E+01,9.42E-01,1.05E+00,1.00E+00,1.01E+00,-1.16E+03,1.02E+00,-1.15E+03,1.04E+00
6.00E+00,2.33E+03,2.35E+03,2.33E+03,0.00E+00,4.06E-02,1.60E-03,,,
37,,,,,,,,,
2.79E-01,3.14E+00,2.37E-02,6.37E-01,-1.26E-02,5.06E-03,,,,
1.68E-02,6.20E-02,1.26E-02,7.09E-02,1.23E-02,3.69E-03,,,,
1.39E+01,1.40E+01,4.60E-01,1.05E+00,1.00E+00,1.00E+00,-1.09E+03,9.85E-01,-1.08E+03,1.00E+00
6.00E+00,2.19E+03,2.21E+03,2.20E+03,0.00E+00,3.28E-02,1.01E-02,,,
38,,,,,,,,,
3.18E-01,3.17E+00,4.31E-02,5.43E-01,-2.32E-02,4.70E-03,,,,
1.88E-02,5.93E-02,1.32E-02,6.58E-02,1.40E-02,4.78E-03,,,,
1.56E+01,1.40E+01,3.42E-01,1.05E+00,9.96E-01,9.97E-01,-1.12E+03,1.06E+00,-1.11E+03,1.03E+00
6.00E+00,2.25E+03,2.27E+03,2.25E+03,2.30E-02,5.85E-02,6.40E-03,,,
39,,,,,,,,,
2.97E-01,3.17E+00,2.91E-02,6.00E-01,-1.60E-02,6.29E-03,,,,
1.85E-02,6.10E-02,1.31E-02,7.14E-02,1.37E-02,4.64E-03,,,,
1.11E+01,1.40E+01,6.79E-01,1.05E+00,1.00E+00,1.00E+00,-1.11E+03,1.10E+00,-1.11E+03,1.08E+00
6.00E+00,2.24E+03,2.26E+03,2.24E+03,0.00E+00,2.13E-02,9.22E-03,,,
40,,,,,,,,,
3.68E-01,3.20E+00,1.90E-02,6.02E-01,-1.62E-03,9.75E-05,,,,
2.21E-02,6.27E-02,1.33E-02,7.77E-02,1.29E-02,4.29E-03,,,,
2.21E+01,1.40E+01,7.67E-02,1.05E+00,9.84E-01,9.88E-01,-1.19E+03,9.87E-01,-1.18E+03,1.03E+00
6.00E+00,2.40E+03,2.42E+03,2.40E+03,5.26E-02,7.62E-02,1.44E-03,,,
41,,,,,,,,,
3.65E-01,3.14E+00,1.18E-02,5.70E-01,1.69E-02,-1.39E-03,,,,
2.13E-02,6.14E-02,1.30E-02,7.13E-02,1.10E-02,3.85E-03,,,,
1.20E+01,1.40E+01,6.09E-01,1.05E+00,1.00E+00,1.00E+00,-1.19E+03,9.80E-01,-1.18E+03,1.00E+00
6.00E+00,2.39E+03,2.41E+03,2.39E+03,0.00E+00,5.05E-02,9.18E-03,,,
42,,,,,,,,,
3.16E-01,3.22E+00,9.67E-03,4.79E-01,-2.88E-03,4.52E-03,,,,
1.85E-02,5.66E-02,1.32E-02,6.50E-02,1.12E-02,3.91E-03,,,,
1.88E+01,1.40E+01,1.72E-01,1.05E+00,9.90E-01,9.93E-01,-1.12E+03,9.90E-01,-1.11E+03,1.01E+00
6.00E+00,2.25E+03,2.27E+03,2.26E+03,4.06E-02,7.62E-02,2.71E-03,,,
43,,,,,,,,,
3.82E-01,3.14E+00,1.85E-02,5.00E-01,-2.89E-03,-2.99E-04,,,,
2.51E-02,5.91E-02,1.35E-02,6.72E-02,1.28E-02,4.75E-03,,,,
9.92E+00,1.40E+01,7.68E-01,1.05E+00,1.00E+00,1.01E+00,-1.19E+03,1.03E+00,-1.18E+03,1.03E+00
6.00E+00,2.39E+03,2.41E+03,2.39E+03,0.00E+00,7.00E-02,1.47E-03,,,
44,,,,,,,,,
4.01E-01,3.22E+00,2.57E-02,5.26E-01,-1.52E-03,8.19E-04,,,,
2.64E-02,6.05E-02,1.40E-02,7.03E-02,1.37E-02,4.98E-03,,,,
2.07E+01,1.40E+01,1.11E-01,1.05E+00,9.83E-01,9.88E-01,-1.22E+03,1.02E+00,-1.21E+03,1.06E+00
6.00E+00,2.45E+03,2.47E+03,2.45E+03,4.77E-02,8.73E-02,1.54E-03,,,
45,,,,,,,,,
2.43E-01,3.14E+00,1.87E-02,4.95E-01,-2.75E-03,6.33E-03,,,,
1.53E-02,5.54E-02,1.21E-02,5.75E-02,9.60E-03,3.32E-03,,,,
1.77E+01,1.40E+01,2.19E-01,1.05E+00,9.94E-01,9.95E-01,-1.02E+03,1.00E+00,-1.01E+03,1.01E+00
6.00E+00,2.05E+03,2.07E+03,2.06E+03,3.57E-02,6.54E-02,1.75E-03,,,
46,,,,,,,,,
3.19E-01,3.16E+00,2.51E-02,5.94E-01,-7.21E-03,-3.52E-04,,,,
1.78E-02,6.13E-02,1.23E-02,7.40E-02,1.28E-02,3.90E-03,,,,
1.50E+01,1.40E+01,3.77E-01,1.05E+00,9.98E-01,9.99E-01,-1.12E+03,1.02E+00,-1.12E+03,9.92E-01
6.00E+00,2.26E+03,2.28E+03,2.26E+03,1.87E-02,4.35E-02,1.74E-03,,,
47,,,,,,,,,
3.25E-01,3.16E+00,4.17E-02,5.90E-01,-1.20E-02,6.73E-03,,,,
1.86E-02,6.13E-02,1.37E-02,6.73E-02,1.15E-02,4.30E-03,,,,
2.00E+01,1.40E+01,1.31E-01,1.05E+00,9.87E-01,9.91E-01,-1.15E+03,1.01E+00,-1.14E+03,1.07E+00
6.00E+00,2.32E+03,2.34E+03,2.32E+03,4.51E-02,5.82E-02,6.94E-03,,,
48,,,,,,,,,
3.25E-01,3.12E+00,1.27E-02,5.12E-01,8.48E-03,-1.18E-04,,,,
1.86E-02,5.82E-02,1.25E-02,6.57E-02,1.12E-02,3.83E-03,,,,
1.78E+01,1.40E+01,2.15E-01,1.05E+00,9.93E-01,9.95E-01,-1.13E+03,1.00E+00,-1.12E+03,1.00E+00
6.00E+00,2.27E+03,2.29E+03,2.27E+03,3.62E-02,5.86E-02,1.87E-03,,,
49,,,,,,,,,
2.99E-01,3.14E+00,2.48E-02,6.49E-01,-1.71E-02,3.83E-03,,,,
1.92E-02,6.30E-02,1.27E-02,7.07E-02,1.29E-02,3.79E-03,,,,
7.11E+00,1.40E+01,9.30E-01,1.05E+00,1.00E+00,1.01E+00,-1.11E+03,1.02E+00,-1.11E+03,1.06E+00
6.00E+00,2.24E+03,2.26E+03,2.24E+03,0.00E+00,6.38E-02,7.42E-03,,,
50,,,,,,,,,
2.75E-01,3.17E+00,2.09E-02,4.69E-01,-5.35E-03,7.59E-03,,,,
1.90E-02,5.51E-02,1.30E-02,6.01E-02,1.12E-02,3.95E-03,,,,
2.41E+01,1.40E+01,4.48E-02,1.05E+00,9.78E-01,9.85E-01,-1.07E+03,1.04E+00,-1.06E+03,1.05E+00
6.00E+00,2.15E+03,2.17E+03,2.16E+03,5.87E-02,1.21E-01,1.87E-03,,,
51,,,,,,,,,
2.86E-01,3.10E+00,2.85E-02,5.84E-01,-3.87E-03,4.32E-03,,,,
1.91E-02,6.01E-02,1.25E-02,7.19E-02,1.07E-02,3.81E-03,,,,
1.20E+01,1.40E+01,6.07E-01,1.05E+00,1.00E+00,1.00E+00,-1.10E+03,1.03E+00,-1.09E+03,1.06E+00
6.00E+00,2.20E+03,2.22E+03,2.20E+03,0.00E+00,4.07E-02,1.51E-03,,,
52,,,,,,,,,
3.74E-01,3.03E+00,3.95E-02,7.74E-01,-1.58E-02,7.27E-04,,,,
2.33E-02,6.91E-02,1.35E-02,1.04E-01,1.54E-02,4.22E-03,,,,
1.31E+01,1.40E+01,5.16E-01,1.05E+00,1.00E+00,1.00E+00,-1.22E+03,1.00E+00,-1.21E+03,1.01E+00
6.00E+00,2.45E+03,2.47E+03,2.45E+03,0.00E+00,5.77E-02,8.15E-03,,,
53,,,,,,,,,
3.57E-01,3.15E+00,7.32E-03,4.79E-01,9.68E-03,-3.06E-03,,,,
2.31E-02,5.76E-02,1.25E-02,6.12E-02,1.28E-02,4.25E-03,,,,
1.46E+01,1.40E+01,4.04E-01,1.05E+00,9.99E-01,9.99E-01,-1.15E+03,1.02E+00,-1.15E+03,1.02E+00
6.00E+00,2.32E+03,2.34E+03,2.32E+03,1.46E-02,5.19E-02,3.17E-03,,,
54,,,,,,,,,
3.90E-01,3.23E+00,7.18E-03,4.82E-01,-2.23E-03,-3.18E-03,,,,
2.44E-02,5.85E-02,1.31E-02,6.86E-02,1.27E-02,4.24E-03,,,,
1.46E+01,1.40E+01,4.08E-01,1.05E+00,9.98E-01,9.99E-01,-1.18E+03,1.02E+00,-1.18E+03,1.06E+00
6.00E+00,2.38E+03,2.40E+03,2.38E+03,1.40E-02,4.79E-02,3.07E-03,,,
55,,,,,,,,,
3.90E-01,3.13E+00,2.68E-02,5.14E-01,-9.63E-05,-7.89E-04,,,,
2.51E-02,5.98E-02,1.35E-02,7.60E-02,1.27E-02,4.56E-03,,,,
1.46E+01,1.40E+01,4.09E-01,1.05E+00,9.99E-01,9.99E-01,-1.20E+03,1.06E+00,-1.19E+03,1.07E+00
6.00E+00,2.41E+03,2.43E+03,2.41E+03,1.39E-02,8.26E-02,1.47E-03,,,
56,,,,,,,,,
3.27E-01,3.20E+00,1.13E-02,5.46E-01,-1.18E-03,1.61E-03,,,,
1.97E-02,5.96E-02,1.28E-02,6.45E-02,1.18E-02,4.44E-03,,,,
2.18E+01,1.40E+01,8.28E-02,1.05E+00,9.84E-01,9.89E-01,-1.14E+03,1.05E+00,-1.13E+03,1.06E+00
6.00E+00,2.29E+03,2.31E+03,2.29E+03,5.16E-02,6.41E-02,1.54E-03,,,
57,,,,,,,,,
3.10E-01,3.14E+00,-1.92E-04,5.56E-01,-1.00E-02,4.36E-03,,,,
1.84E-02,5.96E-02,1.30E-02,6.62E-02,1.04E-02,3.97E-03,,,,
1.30E+01,1.40E+01,5.30E-01,1.05E+00,1.00E+00,1.00E+00,-1.12E+03,9.65E-01,-1.11E+03,1.01E+00
6.00E+00,2.25E+03,2.27E+03,2.26E+03,0.00E+00,5.40E-02,9.78E-04,,,
58,,,,,,,,,
3.15E-01,3.10E+00,3.30E-02,6.38E-01,-3.04E-02,5.12E-03,,,,
2.07E-02,6.29E-02,1.32E-02,7.35E-02,1.39E-02,4.57E-03,,,,
1.93E+01,1.40E+01,1.53E-01,1.05E+00,9.88E-01,9.92E-01,-1.13E+03,1.03E+00,-1.12E+03,1.05E+00
6.00E+00,2.27E+03,2.29E+03,2.27E+03,4.26E-02,8.05E-02,6.37E-03,,,
59,,,,,,,,,
3.74E-01,3.17E+00,2.07E-02,6.55E-01,-2.13E-02,1.06E-02,,,,
2.44E-02,6.49E-02,1.52E-02,7.98E-02,1.70E-02,5.66E-03,,,,
9.57E+00,1.40E+01,7.93E-01,1.05E+00,1.00E+00,1.01E+00,-1.23E+03,1.05E+00,-1.22E+03,1.05E+00
6.00E+00,2.47E+03,2.49E+03,2.47E+03,0.00E+00,6.14E-02,1.31E-03,,,
60,,,,,,,,,
3.15E-01,3.12E+00,2.64E-02,5.36E-01,2.85E-04,-2.35E-04,,,,
2.11E-02,5.89E-02,1.22E-02,6.45E-02,1.09E-02,3.56E-03,,,,
1.62E+01,1.40E+01,3.03E-01,1.05E+00,9.96E-01,9.97E-01,-1.11E+03,1.06E+00,-1.11E+03,1.05E+00
6.00E+00,2.24E+03,2.26E+03,2.24E+03,2.73E-02,7.96E-02,1.60E-03,,,
61,,,,,,,,,
3.66E-01,3.20E+00,1.73E-02,6.98E-01,-1.56E-02,5.07E-03,,,,
2.29E-02,6.63E-02,1.41E-02,8.35E-02,1.35E-02,4.47E-03,,,,
1.04E+01,1.40E+01,7.35E-01,1.05E+00,1.00E+00,1.01E+00,-1.21E+03,1.01E+00,-1.21E+03,1.05E+00
6.00E+00,2.44E+03,2.46E+03,2.44E+03,0.00E+00,6.05E-02,6.56E-03,,,
62,,,,,,,,,
